ID,Outcome
1_554,0.792064011096954
2_554,0.450958520174027
3_554,0.442967861890793
4_554,0.478815317153931
6_554,0.636050999164581
7_554,0.554200947284699
9_554,0.601466476917267
10_554,0.874384343624115
11_554,0.431088864803314
12_554,0.750279366970062
13_554,0.888587951660156
14_554,0.736671328544617
15_554,0.351895064115524
16_554,0.596096098423004
17_554,0.677367210388184
18_554,0.380405336618423
19_554,0.339750826358795
20_554,0.675778329372406
21_554,0.499661028385162
22_554,0.58946019411087
23_554,0.893290519714356
24_554,0.652400732040405
25_554,0.81538450717926
26_554,0.648911535739899
27_554,0.693785965442658
28_554,0.595476627349854
29_554,0.66873574256897
30_554,0.804761290550232
31_554,0.572235822677612
32_554,0.846360802650452
34_554,0.605472028255463
35_554,0.696818113327026
36_554,0.296561241149902
37_554,0.604776084423065
38_554,0.90955251455307
39_554,0.50181245803833
40_554,0.329936593770981
42_554,0.563270390033722
43_554,0.4854636490345
44_554,0.77160257101059
45_554,0.543901026248932
46_554,0.257479965686798
47_554,0.384500205516815
49_554,0.612178981304169
50_554,0.614126861095429
51_554,0.514086961746216
52_554,0.490095436573029
54_554,0.334833443164825
55_554,0.560400187969208
56_554,0.670884728431702
57_554,0.59681361913681
58_554,0.716773629188538
59_554,0.634162902832031
60_554,0.5735804438591
62_554,0.734368026256561
63_554,0.730233371257782
64_554,0.759726524353027
65_554,0.317219406366348
66_554,0.795446395874023
67_554,0.395986795425415
68_554,0.394718855619431
69_554,0.68766725063324
70_554,0.496915191411972
71_554,0.737436354160309
72_554,0.904685139656067
73_554,0.576050400733948
74_554,0.761020183563232
75_554,0.656293272972107
76_554,0.633287191390991
77_554,0.295913577079773
78_554,0.686228096485138
79_554,0.779470324516296
80_554,0.738957703113556
81_554,0.640636563301086
82_554,0.709770739078522
83_554,0.802663743495941
84_554,0.181584537029266
85_554,0.747117042541504
86_554,0.422508716583252
87_554,0.79426509141922
91_554,0.604497313499451
92_554,0.5998415350914
93_554,0.312805622816086
94_554,0.6502645611763
95_554,0.620784163475037
96_554,0.664941310882568
97_554,0.438238441944122
98_554,0.60859215259552
100_554,0.34937909245491
101_554,0.78509646654129
102_554,0.546423554420471
103_554,0.417311906814575
104_554,0.383865356445313
105_554,0.476008117198944
106_554,0.870151162147522
107_554,0.720948457717896
108_554,0.539991796016693
109_554,0.601126492023468
110_554,0.595852732658386
112_554,0.85565447807312
113_554,0.647759675979614
114_554,0.808507978916168
115_554,0.768608927726746
116_554,0.89408016204834
117_554,0.536905765533447
118_554,0.460683792829514
119_554,0.555854558944702
120_554,0.609111249446869
121_554,0.452471971511841
122_554,0.783509910106659
123_554,0.755699038505554
124_554,0.76922082901001
125_554,0.748022019863129
127_554,0.736087799072266
128_554,0.572984576225281
129_554,0.800789952278137
130_554,0.831125855445862
131_554,0.688053965568543
132_554,0.578819155693054
133_554,0.477175503969193
134_554,0.588576853275299
